ID,eth
HG01770,IBS
HG01746,IBS
HG01775,IBS
HG01765,IBS
HG01441,CLM
HG02009,ACB
HG01453,CLM
HG01465,CLM
HG02016,KHV
HG02023,KHV
HG01756,IBS
HG01777,IBS
HG01784,IBS
HG01789,GBR
HG01953,PEL
HG01791,GBR
HG01958,ACB
HG01796,CDX
HG01974,PEL
HG01965,PEL
HG01979,PEL
HG01977,PEL
HG01986,ACB
HG01989,ACB
HG01892,PEL
HG01927,PEL
HG01912,ACB
HG01917,PEL
HG01939,PEL
HG01924,PEL
HG01941,PEL
HG01866,KHV
HG01864,KHV
HG01873,KHV
HG01869,KHV
HG01878,KHV
HG01871,KHV
HG01880,ACB
HG01883,ACB
HG01885,ACB
HG02019,KHV
HG01948,PEL
HG01950,PEL
HG02026,KHV
HG00153,GBR
HG02040,KHV
HG00158,GBR
HG01967,PEL
HG00160,GBR
HG01936,PEL
HG01890,ACB
HG00177,FIN
HG00189,FIN
HG01842,KHV
HG01915,ACB
HG00235,GBR
HG01847,KHV
HG01991,PEL
HG00242,GBR
HG01859,KHV
HG02002,PEL
HG00247,GBR
HG01861,KHV
HG02014,ACB
HG00254,GBR
HG01804,CDX
HG01840,KHV
HG00259,GBR
HG01809,CDX
HG01845,KHV
HG00261,GBR
HG01811,CDX
HG01852,KHV
HG00266,FIN
HG01816,CDX
HG01857,KHV
HG00273,FIN
HG02282,ACB
HG01794,CDX
HG00278,FIN
HG01799,CDX
HG00280,FIN
HG02299,PEL
HG01802,CDX
HG00285,FIN
HG01807,CDX
HG00103,GBR
HG02307,ACB
HG02076,KHV
HG00108,GBR
HG02143,ACB
HG00110,GBR
HG02088,KHV
HG00115,GBR
HG02150,PEL
HG02090,PEL
HG00122,GBR
HG02155,CDX
HG02095,ACB
HG00127,GBR
HG02028,KHV
HG02278,PEL
HG00134,GBR
HG00139,GBR
HG02035,KHV
HG02285,PEL
HG00141,GBR
HG02047,KHV
HG02292,PEL
HG00146,GBR
HG02054,ACB
HG00312,FIN
HG02139,KHV
HG00324,FIN
HG02061,KHV
HG02141,KHV
HG00329,FIN
HG02073,KHV
HG02146,PEL
HG00331,FIN
HG02078,KHV
HG02153,CDX
HG00336,FIN
HG02179,CDX
HG02052,ACB
HG00343,FIN
HG02181,CDX
HG02057,KHV
HG00350,FIN
HG02186,CDX
HG02064,KHV
HG00355,FIN
HG02218,IBS
HG02069,KHV
HG00362,FIN
HG02220,IBS
HG00367,FIN
HG00475,CHS
HG02085,KHV
HG02259,PEL
HG02105,PEL
HG02266,PEL
HG02131,KHV
HG00533,CHS
HG02136,KHV
HG02108,ACB
HG02122,KHV
HG02232,IBS
HG02127,KHV
HG00557,CHS
HG02134,KHV
HG00583,CHS
HG02256,ACB
HG02312,PEL
HG00379,FIN
HG02275,PEL
HG02317,ACB
HG00381,FIN
HG02343,ACB
HG00406,CHS
HG02223,IBS
HG00418,CHS
HG02624,GWD
HG02230,IBS
HG02629,GWD
HG02235,IBS
HG00437,CHS
HG02165,CDX
HG02643,GWD
HG02184,CDX
HG00449,CHS
HG02648,PJL
HG02189,CDX
HG00451,CHS
HG00463,CHS
HG02655,PJL
HG02691,PJL
HG02696,PJL
HG00641,PUR
HG02561,GWD
HG00653,CHS
HG02573,GWD
HG02716,GWD
HG02580,ACB
HG00672,CHS
HG02585,GWD
HG02728,PJL
HG00684,CHS
HG02597,PJL
HG02603,PJL
HG00689,CHS
HG02600,PJL
HG02610,GWD
HG00867,CDX
HG02667,GWD
HG00879,CDX
HG02679,GWD
HG02634,GWD
HG00881,CDX
HG02681,PJL
HG02646,GWD
HG00956,CDX
HG02557,ACB
HG00982,CDX
HG02415,PEL
HG01029,CDX
HG02427,ACB
HG02571,GWD
HG01031,CDX
HG02439,ACB
HG02583,GWD
HG01048,PUR
HG02465,GWD
HG02588,GWD
HG02477,ACB
HG01055,PUR
HG02484,ACB
HG02595,GWD
HG02489,ACB
HG02420,ACB
HG00704,CHS
HG02491,PJL
HG02425,PEL
HG02496,ACB
HG02449,ACB
HG00716,CHS
HG02511,ACB
HG00728,CHS
HG02348,PEL
HG02554,ACB
HG02355,CDX
HG00742,PUR
HG02388,CDX
HG02367,CDX
HG00759,CDX
HG02390,CDX
HG02374,CDX
HG00766,CDX
HG02395,CDX
HG02379,CDX
HG00590,CHS
HG02408,CDX
HG02381,CDX
HG00595,CHS
HG02410,CDX
HG00608,CHS
HG02314,ACB
HG02658,PJL
HG00610,CHS
HG02660,PJL
HG02345,PEL
HG00622,CHS
HG02364,CDX
HG02684,PJL
HG02371,CDX
HG02502,ACB
HG00634,CHS
HG02383,CDX
HG01170,PUR
HG02819,GWD
HG02521,KHV
HG01182,PUR
HG02545,ACB
HG01187,PUR
HG02840,GWD
HG02470,ACB
HG02852,GWD
HG02494,PJL
HG02869,GWD
HG02386,CDX
HG01257,CLM
HG02398,CDX
HG01067,PUR
HG02401,CDX
HG02888,GWD
HG02406,CDX
HG01079,PUR
HG02890,GWD
HG02895,GWD
HG02792,PJL
HG01086,PUR
HG02922,ESN
HG01098,PUR
HG02805,GWD
HG01101,PUR
HG02977,ESN
HG02817,GWD
HG01113,CLM
HG03007,BEB
HG01125,CLM
HG03019,PJL
HG02759,GWD
HG01137,CLM
HG03021,PJL
HG01149,CLM
HG01168,PUR
HG03033,GWD
HG02778,PJL
HG03040,GWD
HG02780,PJL
HG01334,GBR
HG03045,GWD
HG01341,CLM
HG03052,MSL
HG02982,GWD
HG03057,MSL
HG03012,BEB
HG01353,CLM
HG02737,PJL
HG02756,GWD
HG02836,GWD
HG01360,CLM
HG02763,GWD
HG02855,GWD
HG01365,CLM
HG02768,GWD
HG01372,CLM
HG02879,GWD
HG01377,CLM
HG02775,PJL
HG02881,GWD
HG02787,PJL
HG01531,IBS
HG03024,GWD
HG01536,IBS
HG02799,GWD
HG01550,CLM
HG02807,GWD
HG03048,GWD
HG02814,GWD
HG03064,MSL
HG03055,MSL
HG01586,PJL
HG03069,MSL
HG01435,CLM
HG03076,MSL
HG03088,MSL
HG01447,CLM
HG03095,MSL
HG03118,ESN
HG03120,ESN
HG01459,CLM
HG02941,ESN
HG01461,CLM
HG02946,ESN
HG03132,ESN
HG02953,ESN
HG01593,PJL
HG02965,ESN
HG01598,KHV
HG03074,MSL
HG03079,MSL
HG01606,IBS
HG02725,PJL
HG03081,MSL
HG01613,IBS
HG03103,ESN
HG03086,MSL
HG01384,CLM
HG03108,ESN
HG02944,ESN
HG01389,CLM
HG02968,ESN
HG03115,ESN
HG02970,ESN
HG01396,PUR
HG03247,GWD
HG03461,MSL
HG03259,GWD
HG01269,CLM
HG03473,MSL
HG01271,CLM
HG03280,ESN
HG03478,MSL
HG03196,ESN
HG01303,PUR
HG03209,MSL
HG03485,MSL
HG01308,PUR
HG03228,PJL
HG03240,GWD
HG01322,PUR
HG01473,CLM
HG03235,PJL
HG03271,ESN
HG01480,CLM
HG03432,MSL
HG03295,ESN
HG01485,CLM
HG03437,MSL
HG03303,ESN
HG01492,CLM
HG03449,MSL
HG01497,CLM
HG03451,MSL
HG01500,IBS
HG03339,ESN
HG01618,IBS
HG03343,ESN
HG03163,ESN
HG01620,IBS
HG03168,ESN
HG01625,IBS
HG01632,IBS
HG03367,ESN
HG03175,ESN
HG01668,IBS
HG01670,IBS
HG03199,ESN
HG01675,IBS
HG03127,ESN
HG03202,ESN
HG03238,PJL
HG01512,IBS
HG03139,ESN
HG03517,ESN
HG01524,IBS
HG03297,ESN
HG03428,MSL
HG01815,CDX
HG03300,ESN
HG03442,MSL
HG01841,KHV
HG03454,MSL
HG01846,KHV
HG03312,ESN
HG01853,KHV
HG03160,ESN
HG01858,KHV
HG03172,ESN
HG03372,ESN
HG01860,KHV
HG03189,ESN
HG03391,MSL
HG01771,IBS
HG01776,IBS
HG03393,MSL
HG03644,STU
HG01783,IBS
HG03398,MSL
HG03649,PJL
HG01790,GBR
HG03401,MSL
HG01947,PEL
HG03656,PJL
HG01954,PEL
HG03470,MSL
HG03663,PJL
HG03538,GWD
HG03668,PJL
HG01961,PEL
HG01682,IBS
HG03557,MSL
HG03721,ITU
HG03733,STU
HG01694,IBS
HG03569,MSL
HG03738,STU
HG01699,IBS
HG03571,MSL
HG03740,STU
HG01702,IBS
HG03745,STU
HG01865,KHV
HG03696,STU
HG03606,BEB
HG01872,KHV
HG03618,PJL
HG03709,PJL
HG01923,PEL
HG03711,STU
HG03625,PJL
HG03716,ITU
HG03699,PJL
HG01935,PEL
HG03487,PJL
HG03702,PJL
HG01942,PEL
HG03499,ESN
HG01889,ACB
HG03514,ESN
HG03714,ITU
HG03752,STU
HG01896,ACB
HG03521,ESN
HG03757,STU
HG03639,PJL
HG01707,IBS
HG03771,ITU
HG01757,IBS
HG03646,STU
HG03653,PJL
HG03788,ITU
HG01795,CDX
HG03660,PJL
HG03790,ITU
HG01808,CDX
HG03754,STU
HG01810,CDX
HG03761,PJL
HG01992,PEL
HG03593,BEB
HG01997,PEL
HG03773,ITU
HG03598,BEB
HG02003,PEL
HG03583,MSL
HG03548,MSL
HG02008,PEL
HG03567,MSL
HG02010,ACB
HG03595,BEB
HG03574,MSL
HG03603,BEB
HG03672,STU
HG03687,STU
HG02084,KHV
HG03684,STU
HG03694,STU
HG02089,PEL
HG03689,STU
HG03973,ITU
HG03691,STU
HG03978,ITU
HG02104,PEL
HG03615,BEB
HG03985,STU
HG02111,ACB
HG03634,PJL
HG02116,KHV
HG03723,ITU
HG02128,KHV
HG03730,ITU
HG03911,BEB
HG02130,KHV
HG03742,ITU
HG03916,BEB
HG03999,STU
HG03928,BEB
HG02166,CDX
HG04017,ITU
HG03884,STU
HG02173,CDX
HG04024,ITU
HG03896,STU
HG02178,CDX
HG04029,STU
HG03904,BEB
HG02180,CDX
HG03803,BEB
HG02185,CDX
HG03808,BEB
HG03886,STU
HG03815,BEB
HG02224,IBS
HG03898,STU
HG03901,BEB
HG02231,IBS
HG03848,STU
HG02236,IBS
HG03850,STU
HG03947,STU
HG02250,CDX
HG03862,ITU
HG02142,KHV
HG03867,ITU
HG03846,STU
HG02147,PEL
HG03874,ITU
HG04003,STU
HG02154,CDX
HG03824,BEB
HG04015,ITU
HG01973,PEL
HG03829,BEB
HG04022,ITU
HG04039,STU
HG01980,PEL
HG03836,STU
HG04053,ITU
HG01985,ACB
HG03937,BEB
HG04058,ITU
HG02053,ACB
HG03944,STU
HG04060,ITU
HG02058,KHV
HG03949,STU
HG03858,STU
HG02060,KHV
HG03951,STU
HG03872,ITU
HG02072,KHV
HG03797,BEB
HG03800,BEB
NA12273,CEU
HG02046,KHV
HG03805,BEB
HG02419,ACB
HG03812,BEB
HG02433,ACB
HG03817,BEB
HG02445,ACB
NA12348,CEU
HG02464,GWD
HG03913,BEB
HG02558,ACB
HG03920,BEB
NA12413,CEU
HG03925,BEB
NA12716,CEU
HG02577,ACB
HG03963,ITU
NA12761,CEU
HG03968,ITU
HG02589,GWD
HG03982,STU
NA12778,CEU
HG03778,ITU
NA12812,CEU
HG03780,ITU
HG02281,ACB
HG03785,ITU
NA12829,CEU
HG02286,PEL
HG03792,ITU
NA12843,CEU
NA12155,CEU
NA12874,CEU
HG02298,PEL
NA12249,CEU
HG02301,PEL
NA12275,CEU
HG04229,STU
HG02471,ACB
NA12282,CEU
HG04301,GBR
HG02476,ACB
NA12287,CEU
NA06985,CEU
HG02490,PJL
NA12340,CEU
HG02318,ACB
NA12383,CEU
HG02325,ACB
NA12489,CEU
HG02332,ACB
NA10851,CEU
HG02337,ACB
HG02344,PEL
HG02508,ACB
NA11830,CEU
NA10847,CEU
HG02522,KHV
NA11892,CEU
HG02541,ACB
HG02546,ACB
NA11931,CEU
HG02351,CDX
NA11993,CEU
NA11840,CEU
HG02356,CDX
NA12004,CEU
NA12045,CEU
HG02363,CDX
HG04238,ITU
HG02375,CDX
HG04303,GBR
HG04173,BEB
HG02382,CDX
NA06994,CEU
HG04180,BEB
HG02387,CDX
NA07000,CEU
HG04185,BEB
HG02394,CDX
HG04192,BEB
HG02399,CDX
HG02402,CDX
NA07048,CEU
HG04200,ITU
HG02407,CDX
HG04212,ITU
HG02255,ACB
NA07346,CEU
HG02262,PEL
HG04147,BEB
HG02274,PEL
HG04194,BEB
HG04159,BEB
HG02604,PJL
HG04161,BEB
HG02611,GWD
HG04202,ITU
HG04096,ITU
HG02623,GWD
HG04214,ITU
HG04128,BEB
HG02628,GWD
HG04219,ITU
HG04135,BEB
HG04093,ITU
NA18555,CHB
HG02635,GWD
HG04098,ITU
NA18562,CHB
HG02642,GWD
HG04106,STU
NA18567,CHB
HG04118,ITU
NA18574,CHB
HG02781,PJL
HG04132,BEB
NA18579,CHB
HG02786,PJL
HG04050,ITU
NA18593,CHB
HG02793,PJL
HG04055,ITU
NA18606,CHB
HG02798,GWD
HG04062,ITU
NA18613,CHB
NA18618,CHB
HG02813,GWD
HG04144,BEB
NA18620,CHB
HG04149,BEB
NA18625,CHB
HG02971,ESN
NA18632,CHB
HG02976,ESN
HG04156,BEB
NA18637,CHB
HG02983,GWD
NA18644,CHB
HG03006,BEB
HG04182,BEB
NA18740,CHB
HG03018,PJL
NA18745,CHB
HG02654,PJL
NA18538,CHB
NA18757,CHB
NA18545,CHB
NA18795,CHB
HG02661,PJL
NA18552,CHB
NA18853,YRI
HG02666,GWD
NA18557,CHB
NA18916,YRI
HG02678,GWD
NA18564,CHB
NA18923,YRI
NA18571,CHB
HG02685,PJL
NA18576,CHB
NA18595,CHB
NA18942,JPT
HG02697,PJL
NA18603,CHB
NA18947,JPT
HG02700,PJL
NA18608,CHB
NA18954,JPT
NA18610,CHB
NA18959,JPT
HG02724,PJL
NA18615,CHB
NA18961,JPT
NA18622,CHB
NA18966,JPT
HG02731,PJL
NA18627,CHB
NA18973,JPT
HG02736,PJL
NA18634,CHB
NA18978,JPT
HG02762,GWD
NA18639,CHB
HG02774,PJL
NA18641,CHB
NA19058,JPT
NA18646,CHB
NA19060,JPT
HG02820,GWD
NA18747,CHB
NA19065,JPT
HG02837,GWD
NA19031,LWK
NA19072,JPT
HG02851,GWD
NA19036,LWK
NA19077,JPT
NA19043,LWK
NA19084,JPT
HG02870,GWD
NA19055,JPT
NA19089,JPT
HG02882,GWD
NA19062,JPT
NA19091,JPT
HG02887,GWD
NA19067,JPT
NA19096,YRI
HG03025,GWD
NA19074,JPT
HG03049,GWD
NA19079,JPT
NA19081,JPT
HG02938,ESN
NA19086,JPT
NA19093,YRI
NA18505,YRI
HG02952,ESN
NA19098,YRI
NA18517,YRI
HG02964,ESN
NA12890,CEU
NA18531,CHB
NA18487,YRI
NA18536,CHB
NA18499,YRI
NA18543,CHB
HG03241,GWD
NA18502,YRI
NA18548,CHB
HG03246,GWD
NA18507,YRI
NA18550,CHB
HG03258,GWD
NA18519,YRI
NA19116,YRI
HG03265,ESN
NA18526,CHB
NA18533,CHB
NA19130,YRI
HG03291,ESN
NA18968,JPT
HG03342,ESN
NA18970,JPT
NA19147,YRI
HG03354,ESN
NA18975,JPT
HG03361,ESN
NA18982,JPT
NA19159,YRI
HG03366,ESN
NA18987,JPT
HG03373,ESN
NA18994,JPT
NA18999,JPT
HG03169,ESN
NA19000,JPT
NA18858,YRI
HG03171,ESN
NA19005,JPT
NA19012,JPT
NA18865,YRI
HG03190,ESN
NA19017,LWK
HG03121,ESN
NA19024,LWK
NA18877,YRI
HG03126,ESN
NA12718,CEU
NA18909,YRI
HG03133,ESN
NA12749,CEU
NA12751,CEU
NA19248,YRI
HG03157,ESN
NA12763,CEU
NA19313,LWK
NA12775,CEU
NA19318,LWK
HG03304,ESN
NA19320,LWK
HG03309,ESN
NA12814,CEU
NA19332,LWK
HG03311,ESN
NA19351,LWK
HG03195,ESN
NA18879,YRI
NA19375,LWK
NA18881,YRI
NA18980,JPT
HG03234,PJL
NA18985,JPT
HG03099,ESN
NA18992,JPT
NA18997,JPT
HG03114,ESN
NA18944,JPT
NA19003,JPT
NA18949,JPT
NA19010,JPT
HG03378,MSL
NA18951,JPT
NA19027,LWK
HG03380,MSL
NA18956,JPT
NA19041,LWK
HG03385,MSL
NA18963,JPT
NA19185,YRI
HG03397,MSL
NA19197,YRI
HG03063,MSL
NA19113,YRI
NA19200,YRI
HG03082,MSL
NA19118,YRI
HG03493,ESN
NA19236,YRI
NA19137,YRI
NA20517,TSI
HG03518,ESN
NA19144,YRI
NA20524,TSI
HG03520,ESN
NA19149,YRI
NA20529,TSI
HG03607,BEB
NA20531,TSI
HG03619,PJL
NA19175,YRI
NA20536,TSI
HG03621,PJL
NA20543,TSI
NA20581,TSI
HG03633,PJL
NA19207,YRI
NA20586,TSI
NA19214,YRI
NA20752,TSI
NA20757,TSI
NA20764,TSI
HG03690,STU
NA18867,YRI
NA20769,TSI
HG03695,STU
NA18874,YRI
NA20771,TSI
HG03640,PJL
NA19798,MXL
HG03645,STU
NA19818,ASW
HG03652,PJL
NA19238,YRI
NA19240,YRI
NA19914,ASW
HG03582,MSL
NA19257,YRI
NA19921,ASW
NA19308,LWK
HG03594,BEB
NA19310,LWK
NA20276,ASW
NA19315,LWK
NA20783,TSI
NA19327,LWK
NA20790,TSI
HG03703,PJL
NA19334,LWK
NA20795,TSI
HG03708,PJL
NA20803,TSI
NA20502,TSI
NA20808,TSI
HG03715,ITU
NA20507,TSI
NA20810,TSI
HG03549,MSL
NA20514,TSI
NA20815,TSI
HG03556,MSL
NA20519,TSI
NA20822,TSI
HG03563,MSL
NA20521,TSI
NA20827,TSI
HG03575,MSL
NA20526,TSI
NA20846,GIH
HG03431,MSL
NA20533,TSI
NA20853,GIH
HG03436,MSL
NA20538,TSI
NA19469,LWK
NA20540,TSI
NA19471,LWK
HG03455,MSL
NA20588,TSI
NA19654,MXL
HG03462,MSL
NA20754,TSI
NA20759,TSI
NA19661,MXL
HG03479,MSL
NA19346,LWK
NA19678,MXL
HG03931,BEB
NA19360,LWK
HG03943,STU
NA19372,LWK
NA19685,MXL
HG03948,STU
NA19377,LWK
NA19700,ASW
HG03950,STU
NA19384,LWK
HG03955,STU
NA19391,LWK
NA19712,ASW
HG03823,BEB
NA19396,LWK
NA19717,MXL
HG03830,BEB
NA19404,LWK
NA19428,LWK
NA19729,MXL
HG03842,STU
NA19430,LWK
NA19731,MXL
HG03847,STU
NA19435,LWK
HG03753,STU
NA19454,LWK
NA19750,MXL
HG03760,STU
NA19461,LWK
NA20339,ASW
HG03765,PJL
NA19466,LWK
NA20341,ASW
HG03772,ITU
NA19473,LWK
NA20346,ASW
HG03722,ITU
NA19625,ASW
HG03727,ITU
NA19649,MXL
HG03741,STU
NA19651,MXL
NA20505,TSI
HG03746,STU
NA20512,TSI
HG03777,ITU
NA19663,MXL
NA19382,LWK
HG03784,ITU
NA19670,MXL
NA19394,LWK
HG03789,ITU
NA19788,MXL
NA19399,LWK
HG03796,BEB
NA19438,LWK
NA19795,MXL
NA19440,LWK
HG03809,BEB
NA19834,ASW
NA19445,LWK
HG03811,BEB
NA19904,ASW
NA19452,LWK
NA19909,ASW
NA19457,LWK
HG03905,BEB
NA19916,ASW
NA19755,MXL
HG03917,BEB
NA19923,ASW
NA19762,MXL
NA19985,ASW
NA19774,MXL
HG03929,BEB
NA20127,ASW
NA19779,MXL
HG03885,STU
NA19675,MXL
HG03897,STU
NA19682,MXL
NA19786,MXL
HG03900,STU
HG03854,STU
NA19707,ASW
HG03861,ITU
HG03866,ITU
NA19719,MXL
NA20322,ASW
HG03873,ITU
NA20334,ASW
NA19726,MXL
NA21142,GIH
NA07357,CEU
NA19740,MXL
NA19752,MXL
NA19764,MXL
HG04302,GBR
NA19771,MXL
NA06986,CEU
NA19776,MXL
NA19783,MXL
HG04042,STU
NA20278,ASW
HG04047,STU
HG04054,ITU
HG04059,ITU
NA20904,GIH
HG04061,ITU
HG04080,ITU
NA20911,GIH
NA20317,ASW
NA21089,GIH
HG04150,BEB
NA20336,ASW
NA21091,GIH
HG04155,BEB
NA20884,GIH
HG04162,BEB
NA20348,ASW
NA20889,GIH
HG04174,BEB
NA20891,GIH
NA20355,ASW
NA20896,GIH
HG04186,BEB
NA20362,ASW
NA21116,GIH
NA20761,TSI
NA21123,GIH
HG04100,STU
NA20766,TSI
NA21128,GIH
HG04131,BEB
NA20773,TSI
NA21130,GIH
NA20778,TSI
NA21135,GIH
HG04198,ITU
NA20785,TSI
NA20858,GIH
HG04206,ITU
NA20792,TSI
NA20872,GIH
HG04225,ITU
NA20797,TSI
NA20877,GIH
HG03967,ITU
NA20800,TSI
NA21104,GIH
HG03974,ITU
NA20805,TSI
NA21109,GIH
HG03986,STU
NA20812,TSI
NA21111,GIH
HG03998,STU
NA20829,TSI
HG04023,ITU
NA20831,TSI
HG04035,STU
NA21137,GIH
NA18486,YRI
NA21144,GIH
NA18498,YRI
NA18501,YRI
NA20874,GIH
NA18520,YRI
NA18525,CHB
NA20881,GIH
NA18532,CHB
NA20886,GIH
NA18537,CHB
NA20893,GIH
NA18544,CHB
NA20898,GIH
NA18549,CHB
NA20901,GIH
NA18563,CHB
NA20906,GIH
NA18570,CHB
NA21086,GIH
NA18582,CHB
NA18599,CHB
NA18602,CHB
NA18614,CHB
NA18619,CHB
NA18621,CHB
NA21113,GIH
NA18626,CHB
NA21118,GIH
NA18633,CHB
NA21120,GIH
NA18638,CHB
NA21125,GIH
NA18640,CHB
NA21093,GIH
NA18645,CHB
NA21098,GIH
NA18791,CHB
NA21101,GIH
NA18979,JPT
NA21106,GIH
NA18981,JPT
NA20850,GIH
NA18986,JPT
NA20862,GIH
NA18993,JPT
NA20867,GIH
NA18998,JPT
NA19004,JPT
NA19009,JPT
NA19011,JPT
NA19023,LWK
NA19028,LWK
NA19030,LWK
NA19035,LWK
NA19042,LWK
NA19054,JPT
NA19059,JPT
NA19066,JPT
NA19078,JPT
NA19080,JPT
NA19085,JPT
NA19092,YRI
NA12154,CEU
NA12286,CEU
NA12399,CEU
NA12414,CEU
NA12546,CEU
NA12717,CEU
NA12748,CEU
NA12750,CEU
NA12762,CEU
NA12813,CEU
NA18912,YRI
NA18917,YRI
NA18924,YRI
NA18943,JPT
NA18948,JPT
NA18950,JPT
NA18955,JPT
NA18962,JPT
NA18967,JPT
NA18974,JPT
NA11930,CEU
NA11992,CEU
NA12003,CEU
NA12046,CEU
NA12058,CEU
NA18861,YRI
NA18873,YRI
NA18878,YRI
NA19472,LWK
NA19648,MXL
NA19655,MXL
NA19679,MXL
NA19681,MXL
NA19256,YRI
NA19307,LWK
NA19314,LWK
NA19319,LWK
NA19321,LWK
NA19338,LWK
NA19371,LWK
NA19376,LWK
NA19701,ASW
NA19713,ASW
NA19720,MXL
NA19725,MXL
NA19732,MXL
NA19737,MXL
NA19749,MXL
NA19198,YRI
NA19201,YRI
NA19206,YRI
NA19213,YRI
NA19225,YRI
NA19383,LWK
NA19390,LWK
NA19395,LWK
NA19403,LWK
NA19434,LWK
NA19439,LWK
NA19446,LWK
NA19453,LWK
NA19117,YRI
NA19129,YRI
NA19131,YRI
NA19143,YRI
NA19150,YRI
NA19756,MXL
NA19770,MXL
NA19782,MXL
NA19794,MXL
NA19819,ASW
NA19908,ASW
NA19922,ASW
NA19984,ASW
NA20126,ASW
NA20289,ASW
NA20291,ASW
NA20296,ASW
NA20513,TSI
NA20518,TSI
NA20520,TSI
NA20525,TSI
NA20532,TSI
NA20537,TSI
NA20544,TSI
NA20582,TSI
NA20587,TSI
NA20753,TSI
NA20758,TSI
NA20760,TSI
NA20765,TSI
NA20772,TSI
NA21143,GIH
NA20796,TSI
NA20804,TSI
NA20809,TSI
NA20811,TSI
NA20816,TSI
NA20828,TSI
NA20847,GIH
NA20854,GIH
NA20342,ASW
NA20359,ASW
NA20361,ASW
NA20412,ASW
NA20506,TSI
NA20859,GIH
NA20861,GIH
NA20866,GIH
NA20873,GIH
NA20878,GIH
NA20885,GIH
NA20892,GIH
NA20897,GIH
NA21097,GIH
NA21100,GIH
NA21105,GIH
NA21112,GIH
NA20900,GIH
NA20905,GIH
NA21092,GIH
NA21117,GIH
NA21124,GIH
NA21129,GIH